review_comment_message,IDHM,customer_state,review_comment_message_english,IDHM_low
Bom preço e entrega rápida. Recomendo!,0.824,DF,Good price and fast delivery.I recommend it!,False
Amei o produto !,0.731,MG,I loved the product!,False
PRODUTO CONFORME O EXPOSTO NO SIE E ENTREGUE DENTRO DO PRAZO ESTABELECIDO. OBRIGADO.,0.731,MG,Product as shown in the SIE and delivered within the established deadline.THANKS.,False
Aconteceu tudo o que foi programado e dentro do prazo previsto,0.746,RS,Everything happened and within the expected deadline,False
bom,0.783,SP,good,False
"Produto fácil de usar, eficiente.
Os vidros ficam limpinhos.",0.783,SP,"Easy to use, efficient product.
The glasses are clean.",False
"Minha compra foi bastante simples, mas tudo perfeito e chegou antes do prazo.",0.783,SP,"My purchase was quite simple, but everything perfect and arrived before the deadline.",False
"boa loja, facil de comprar e entrega no prazo",0.783,SP,"Good store, easy to buy and delivery on time",False
"Se houve alguma dificuldade para entrega do produto, no mínimo, o comprador deveria ser avisado e negociado uma nova situação de entrega.",0.783,SP,"If there was any difficulty in delivery of the product, at least, the buyer should be warned and negotiated a new delivery situation.",False
"O único ponto negativo é que o correio não entrega a encomendo em nossa residência. Temos que ir buscar nos correios, onerando ainda mais o cliente por um serviço que já fora pago. ",0.66,BA,"The only negative point is that the mail does not deliver the order in our residence.We have to go to the post office, further burden the customer for a service that was already paid.",True
"A compra foi muito rápida, fiz o pedido, e todos os procedimentos foram rápidos. Recebi o produto certinho e antes mesmo do prazo.",0.749,PR,"The purchase was very fast, placed the order, and all the procedures were quick.I received the product right and even before the deadline.",False
Atende as espectativas,0.783,SP,Meets expectations,False
Compra e entrega dentro do normal esperado.,0.761,RJ,Purchase and delivery within normal expected.,False
Só achei a entrega demorada. Realizei a compra dia 12 de dezembro 2017.,0.731,MG,I just found the delivery time consuming.I made the purchase on December 12th 2017.,False
muito bom,0.783,SP,very good,False
"Amei....superou minhas expectivas!
Produto de qualidade e entrega rápida.",0.783,SP,"Loved .... surpassed my expectations!
Quality product and fast delivery.",False
tudo certinho entrega no prazo ótimo.,0.646,PI,All right delivery on the optimal time.,True
"nao recomendo esta loja, como nunca tinha tido problema em comprar pelo baratheon n atentei a pesquisar sobre o fornecedor,depois do prazo da entrega ter passado fui pesquisar e existe varias reclamçao",0.783,SP,"I do not recommend this store, as I had never had a problem buying by Baratheon n I aware of researching the supplier, after the deadline of delivery I went to research and there are several complaint",False
"Cor completamente diferente do pedido. Diz que é roxo, mas é azul.",0.783,SP,"Color completely different from the request.It says it's purple, but it's blue.",False
"O PRODUTO ESTÁ DENTRO DOS PADRÕES DE QUALIDADE,ATENDENDO MINHA EXPECTATIVA",0.761,RJ,"The product is within quality standards, meeting my expectation",False
Produto solicitado e entrega antes do prazo. Excelente qualidade.,0.729,MS,Requested product and delivery before the deadline.Excellent quality.,False
Gostei muito,0.682,CE,I really liked,True
"Fiz um pedido de 4 itens, ele foi separado em 2 entregas. Só recebi 3 itens!!! ",0.783,SP,"I placed a order of 4 items, it was separated into 2 deliveries.I only received 3 items !!!",False
Chegou no prazo e em ótimas condições. Parabéns.,0.783,SP,It arrived on time and in great condition.Congratulations.,False
AINDA NÃO RECEBI O PRODUTO E O STATUS DIZ QUE FOI ENTREGUE. ESSA É A 4A. RECLAMAÇÃO. NENHUMA FOI RESPONDIDA.,0.682,CE,I haven't received the product yet and the status says it was delivered.This is the 4th.COMPLAINT.None was answered.,True
ok recebi no tempo previsto,0.774,SC,Ok I received in the expected time,False
Chegou antes do prazo. É exatamente como especificado. Estou muito satisfeita.,0.774,SC,Arrived before the deadline.It is exactly as specified.I am very pleased.,False
Faltou o manual.,0.74,ES,The manual missed.,False
"Estou satisfeita com o produto, foi entregue rápido.",0.783,SP,"I am satisfied with the product, it was delivered fast.",False
"lannister e um site , confiável produtos de otima qualidade ,super indico. ",0.731,MG,"Lannister and a site, reliable great quality products, super indicate.",False
Excelente !!!,0.761,RJ,Excellent !!!,False
"Não gostei da da loja, porque tentei cancelar esse pedido e trocar por outro lustre,e a loja não aceitava.",0.731,MG,"I didn't like the store because I tried to cancel this order and exchange it for another chandelier, and the store didn't accept it.",False
Recomendo a parceira ,0.783,SP,I recommend the partner,False
Tudo perfeito eu super recomendo.,0.761,RJ,All perfect I super recommend.,False
estou satisfeito,0.783,SP,I am satisfied,False
Produto chegou antes do prazo. Tudo certo.,0.783,SP,Product arrived before the deadline.All very well.,False
Só foi dado como indisponível muito tempo depois da compra e eu deixei de comprar com outra na promoção também mais perdi acreditando que ja estava a caminho,0.783,SP,It was only given as unavailable long after the purchase and I stopped buying with another in the promotion I also lost believing that I was already on its way,False
Recebido 14 dias antes do prazo.,0.682,CE,Received 14 days before the deadline.,True
Não recebi nenhuma estampa da foto,0.783,SP,I didn't receive any print from the photo,False
Por enquanto estou no aguardo da troca do produto,0.731,MG,For now I am waiting for the product exchange,False
"Acredito que tenha sido atraso dos correios , ainda não recebi o produto .",0.658,PB,"I believe it was the post office delay, I have not received the product yet.",True
Produto como descrito e chegou antes do prazo,0.731,MG,Product as described and arrived before the deadline,False
Otimo,0.66,BA,Excellent,True
"Achei o prazo para entrega muito longo (40 dias) e a loja ainda atrasou um dia.
Pela primeira vez, comprei um produto no baratheon e esperei tanto tempo. O presente de Natal chegou quase no carnaval.",0.761,RJ,"I found the deadline for delivery very long (40 days) and the store still delayed one day.
For the first time, I bought a product at Baratheon and waited so long.The Christmas gift arrived almost at Carnival.",False
Nos primeiros dias fiquei em duvida mas agora tenho certeza que e otimo roda varios jogos unico ruim e que vc não vai achar peças no brasil ou seja e rapido mais muinto raro,0.824,DF,In the early days I was in doubt but now I'm sure and great run several games unique bad and that you will not find pieces in Brazil ie and fast more rare,False
"Tudo dentro do esperado, a não ser o correio que trouxe a embalagem parecendo estar atropelado por um trem, tive de pessar os tres produtos pra ver se tinha perda, pois estava vazando.",0.761,RJ,"All in the expected, except the mail that brought the packaging seeming to be run over by a train, I had to weigh the three products to see if I was loss, because it was leaking.",False
foda,0.746,RS,fuck,False
Produtos maravilhosos,0.66,BA,Wonderful products,True
Adorei o site recomendo comprei e chegou antes do prazo que foi dado,0.665,SE,I loved the site recommend bought and arrived before the deadline that was given,True
Nao me agradou muito o material de baixa qualidade,0.783,SP,I didn't like the low quality material much,False
Estou super satisfeita com minhas compras por esse site. Super indico ,0.749,PR,I am super satisfied with my purchases on this site.Super Indico,False
Não podemos admitir uma rede tão conceituada como lannister.com ter como parceiro uma empresa dessa!!!,0.761,RJ,We cannot admit such a reputable network as Lannister.com to have as a partner such a company !!!,False
"Recomendo!
Valeu
Beijo",0.74,ES,"I recommend it!
It cost
Kiss",False
satisfeita com a compra realizada.,0.783,SP,satisfied with the purchase made.,False
"Produto chegou dentro do prazo, bem embalado. Veio todos intens corretos, gostei muito.",0.783,SP,"Product arrived on time, well packed.Come all the right items, I liked it a lot.",False
recebi sem problemas ;),0.749,PR,I received without problems;),False
"Recebi produto diferente do que comprei.
Abri reclamação tem 05 dias e continuo aguardando solução",0.783,SP,"I received a different product from what I bought.
I opened complaint has 05 days and I still wait for solution",False
"Previsto para chegar 27/11, mas já está em minhas mãos. Apesar de achar que eles jogam o prazo ""lá pra cima"", foi tudo realmente rápido pois entre o pedido e a entrega foram exatamente 3 dias!",0.731,MG,"Expected to arrive 11/27, but it is already in my hands.Although I think they play the deadline ""up there"", it was all really fast because between the order and the delivery was exactly 3 days!",False
"Muito satisfeita, eu amei minha prancha malina 😍",0.665,SE,"Very satisfied, I loved my Malina board 😍",True
"preço otimo,e material muito bom,eu recomendo",0.783,SP,"Great price, and very good material, I recommend",False
Até o momento recebi só uma peça das 3 comprada,0.783,SP,So far I received only one piece of the 3 purchased,False
"A presilha do relógio eu achei um pouco insegura. é de pressão. Por isso é fácil de sair num esbarrão.
É bem bonito, tem um aspecto artesanal, com detalhes. Eu gostei muito.",0.749,PR,"The clock clip I found a little insecure.It is pressure.So it's easy to go out in a bump.
It is very beautiful, it has a handcrafted look, with details.I liked it a lot.",False
Muito bom produto chegou no prazo.recomendo,0.783,SP,Very good product arrived on time.,False
NAO ENTENDO PORQUE CANCELOU O MEU PRODUTO,0.731,MG,I don't understand why you canceled my product,False
Excelente atendimento. ,0.639,MA,Excellent service.,True
Site confiável. Recomendo comprar. Entrega rápida e dentro do prazo. Agradeço muito pela dedicaçao ao cliente.,0.631,AL,Reliable website.I recommend buying.Quick and on time delivery.Thank you very much for the dedication to the customer.,True
Otimo,0.673,PE,Excellent,True
"O material poderia ser melhor, fã está desfiando 😔😏",0.761,RJ,"The material could be better, a fan is firing 😔😏",False
" cuba chegou aqui toda quebrada, numa cx de papelao fininha sem proteçao Nao foi entregue por transport e sim pelo carteiro que nem sabia que era algo frágil, terrível. Nao comprem, baixa qualidade",0.761,RJ,"Cuba arrived here all broken, in a tinth paper box without protection was not delivered by transport but by the postman who didn't even know it was fragile, terrible.Don't buy, low quality",False
Foi muito bom comprar com vocês,0.735,GO,It was great to buy with you,False
"Produto ótimo, amei.",0.731,MG,"Great product, I loved it.",False
Assim que receber posso avaliar,0.725,MT,Once I receive I can evaluate,False
Entrega dentro do prazo.,0.749,PR,Delivery on time.,False
"recebi a cadeira faltando dois parafusos, fui no comprei e montei a cadeira",0.731,MG,"I received the chair missing two screws, went to bought and set up the chair",False
Comprei duas placas Heineken e recebi dias totalmente diferente ,0.66,BA,I bought two heineken plates and received totally different days,True
"produto excelente, entrega rápida , bem embalado",0.783,SP,"Excellent product, fast delivery, well packed",False
Me ajuda bastante! ,0.673,PE,Help me a lot!,True
Minha loja preferida,0.783,SP,My favorite store,False
Como posso avaliar se não recebi o produto.,0.774,SC,How can I evaluate if I did not receive the product.,False
Chegou bem antes do prazo,0.761,RJ,Arrived well before the deadline,False
"muito bom o produto, chegou rápido loja competente.",0.783,SP,"Very good the product, arrived fast competent store.",False
O tampo da mesa chegou todo amassado e batido.,0.783,SP,The table top arrived all wrinkled and beaten.,False
Recebi o produto no prazo... Obrigado,0.783,SP,I received the product on time ... thanks,False
"Já paguei e ainda não recebo o perfume.
Não enviaram nem a nota fiscal. 
Gostaria de saber quando vão ser entregue 
Aguardo
Obrigada ",0.783,SP,"I've paid and I don't get the perfume yet.
They did not even send the invoice. 
I would like to know when they will be delivered 
I wait
Thanks",False
Amei tudo de bom,0.783,SP,I loved all the best,False
Muito satisfeita recomendo..,0.746,RS,Very satisfied I recommend ..,False
"Não veio com tudo que disse que vinha , nas informações do produto no vendedor , informa que vem com gelo térmico , mas veio sem",0.66,BA,"Did not come with everything that said it came, in product information in the seller, informs that it comes with thermal ice, but came without",True
"Comprei o produto confiando nas lojas lannister e não na targaryen a qual parece q não entregou o produto no tempo certo para os Correios, e não recebi esclarecimento da targaryen, mas o produto chegou, obg",0.729,MS,"I bought the product trusting Lannister stores and not on Targaryen which seems to not deliver the product at the right time for the post office, and I didn't get targaryen clarification, but the product arrived, obg",False
Comprei 5 produto e paguei 5 frete é um abisurdo tinha que ser um frete.....,0.783,SP,I bought 5 product and paid 5 shipping is a cuddle had to be a freight .....,False
ótimo e muito bem embalado,0.746,RS,Great and very well packed,False
"Material perfeito, melhor do que eu esperava",0.761,RJ,"Perfect material, better than I expected",False
chegou antes do prazo,0.761,RJ,arrived before the deadline,False
Meu pedido foi de 2 produtos. Dois lençóis casal com elástico. Porém no ato da entrega recebi apenas um deles. Solicito que seja verificado pois paguei pelos dois. ,0.682,CE,My order was 2 products.Two couple sheets with elastic.But at the time of delivery I received only one of them.I ask you to be checked because I paid for both.,True
Ótima ,0.783,SP,Excellent,False
Foi entregue antes do prazo perfeito exatamente como no anuncio fiquei muito satisfeita obrigada,0.735,GO,It was delivered before the perfect deadline exactly as in the announcement I was very pleased thank you,False
recebi dentro da embalagem lacrada somente um produto e comprei dois produtos. Liguei para a central e disseram q iriam averiguar minha reclamação. Sempre compro em outros sites e nunca ocorreu isso.,0.761,RJ,I received inside the sealed packaging only one product and bought two products.I called the central and they said they would ascertain my complaint.I always buy on other sites and it has never occurred.,False
ok nota 10,0.74,ES,OK NOTE 10,False
Produto entregue dentro do prazo com preço acessível e boa qualidade. Parabéns Loja targaryen e lannister.com,0.774,SC,Product delivered on time with affordable price and good quality.Congratulations Targaryen and Lannister.com,False
Nada de produto!!,0.783,SP,No product !!,False
Envio muito rápido. Recomendo.,0.69,RO,Shipping very fast.I recommend.,True
Recomendo a todos. O produto cheio muitoooo antes do previsto. Veio muito bem embalado.,0.761,RJ,I recommend to all.The full product veryooo before expected.It came very well packed.,False
Tudo certo,0.783,SP,All very well,False
Recebi só o kit ficou faltando um molinete de 3 rolamento que comprei juntos no mesmo dia por favor me manda resposta quando o outro chega,0.731,MG,I received only the kit was missing a 3 rolling reel I bought together the same day please send me an answer when the other arrives,False
"O produto foi entregue antes do prazo estipulado, veio corretamente.",0.783,SP,"The product was delivered before the deadline, it came correctly.",False
Veio mais rápido que o prazo,0.761,RJ,Came faster than the deadline,False
"Muito satisfeita com meus pedidos, recebi muito antes do prazo de entrega, então eu recomendo está loja sim......",0.682,CE,"Very pleased with my orders, I received long before the delivery time, so I recommend it is store yes ......",True
"Chega super rápido produtos,ótimos",0.783,SP,"Arrives super fast products, great",False
"Produto veio de acordo com o anúncio, e com agilidade na entrega.",0.725,MT,"Product came according to the ad, and with agility in delivery.",False
Recomendo muito! Chegou tudo certo e antes do prazo!,0.731,MG,I recommend it a lot!Everything has come well and before the deadline!,False
"Em se tratando de avaliar a entrega não tenho o que reclamar, porém recebi o produto danificado.
Gostaria de saber como posso solicitar a troca do mesmo ou o crédito.
Fico no aguardo de um retorno.",0.761,RJ,"In the case of evaluating the delivery I have nothing to complain about, but I received the damaged product.
I would like to know how I can request the exchange of it or the credit.
I'm waiting for a return.",False
Tudo conforme o esperado,0.746,RS,All as expected,False
Só não dou 5 estrelas porque ainda não recebi o outro produto q comprei.,0.761,RJ,I just don't give 5 stars because I haven't received the other product I bought yet.,False
ótimo produto.,0.731,MG,Great product.,False
Chegou rapido e tem otima qualidade.,0.749,PR,It has arrived fast and has great quality.,False
"Minha esposa comprou um kit de madeira para colocar no quarto do nosso bebê que irá nascer em breve, compramos e depois de uma semana conforme o combinado, chegou o nosso kit estamos muito satisfeito.",0.783,SP,"My wife bought a wooden kit to put in our baby's room that will be born soon, we bought and after a week as agreed, our kit arrived we are very pleased.",False
"O site não informa que o produto só funciona no Android, sendo Incompatível com o Iphone via bluetooth. Tem que comprar o modelo mais caro com wi-fi se quiser usar com o Iphone.",0.783,SP,"The site does not report that the product only works on Android, being incompatible with the iPhone via Bluetooth.You have to buy the most expensive model with Wi-Fi if you want to use with iPhone.",False
faltou uma peca na cadeira,0.774,SC,Missed a sin in the chair,False
"Produto conforme descrito,entrega bem antes do prazo...",0.783,SP,"Product as described, deliver well before the deadline ...",False
"Produto não entregue dentro do prazo, e falta de posicionamento do produto. Onde o vendedor não soube me dizer o que houve com o produto.
",0.783,SP,"Product does not deliver on time, and lack of product positioning.Where the seller could not tell me what happened to the product.",False
Produto certo e entregue no prazo ,0.673,PE,Right product and delivered on time,True
"Produto conforme o anuncio,adorei o tamanho é muito bom,chegou antes do prazo",0.783,SP,"Product according to the announcement, I loved the size is very good, arrived before the deadline",False
Na realidade nao aguardava tão rápido superou minha rspectativa.,0.731,MG,In fact I did not wait so fast to overcome my lol.,False
"chegou antes do esperado, mesmo com a greve.
embalagem perfeita para presente e nem solicitei.",0.783,SP,"It arrived earlier than expected, even with the strike.
Perfect gift packaging and didn't even ask.",False
"Quero sugerir que a empresa tenha embalagens adequadas ao produto, comprei banquetas e recebi em caixas de ferro de passar, isso mostra que a empresa não tem profissionalismo.",0.783,SP,"I want to suggest that the company has appropriate packaging for the product, bought stools and received in iron boxes, this shows that the company has no professionalism.",False
Produto excelente.,0.761,RJ,Excellent product.,False
Produto entregue com rapidez. Site mostrou previsão de entrega de quase um mês e o produto chegou em 1 semana.,0.761,RJ,Product delivered quickly.Website showed forecast of delivery of almost a month and the product arrived in 1 week.,False
"Minha namorada adorou, recomendo como presente para todos.
Muito bonito e com design estiloso.",0.783,SP,"My girlfriend loved it, I recommend as a gift to everyone.
Very beautiful and stylish design.",False
"veio no prazo certo, porém o produto estava trincado.",0.749,PR,"It came on time, but the product was cracked.",False
Uma cadeira veio faltando a parte do encosto.,0.731,MG,A chair came to the back of the backrest.,False
Otimo,0.682,CE,Excellent,True
"a base da cadeira não encachava no acento

deixou a desejar",0.783,SP,"The base of the chair does not fit the seat
left something to be desired",False
"esse produto veio todo torto, o encache das peças ficam balançando para os lados parece que vai cair o bolo ,não tem firmeza odiei!!!!!",0.783,SP,"This product came all crooked, the pit of the pieces are swinging and the sides it seems that the cake will fall, has no firmness hated !!!!!",False
"Adquiri 2 mochilas pelo site lannister de e parceiros diferentes. A targaryen de MG entregou bem antes do prazo previsto, sendo que a outra da Pacific que vem de SC ainda ñ foi entregue. Parabéns a targaryen",0.749,PR,"I purchased 2 backpacks through the Lannister of and different partners.Targaryen de MG delivered well before the scheduled deadline, and the other of the Pacific that comes from SC was still delivered.Congratulations to Targaryen",False
"Senhores responsáveis pela empresa lannister.com.
Venho por meio desta informar que o produto "" Canela de velho "" Remédio natural que eu Diego Machado Lopes encomendei veio errado , pois foram duas ",0.761,RJ,"Gentlemen responsible for the company Lannister.com.
I come through this informing that the product ""Cinnamon of Old"" Natural Remedy that I Diego Machado Lopes Ordei came wrong, because they were two",False
"Até hoje, 17/05/2018 ainda não recebi o produto, não consta nem a chegada a minha cidade. O pedido foi feito em 02/04/2018",0.682,CE,"To date, 17/05/2018 I have not received the product yet, there is no arrival in my city.The request was made on 02/04/2018",True
MUITO BOM! CHEGOU DENTRO DO PRAZO.,0.749,PR,VERY GOOD!Arrived on time.,False
"Ainda não chegou o meu jogo,estou esperando",0.746,RS,"My game hasn't arrived yet, I'm waiting",False
"compra certa, recomendo a loja ",0.783,SP,"RIGHT PURCHASE, RECOMMEND THE STORE",False
fiz o pedido de 4 peças e só veio uma,0.731,MG,made the request of 4 pieces and came only one,False
"9 dos 10 produtos chegaram conforme pedido, porém um veio com a tampinha muito maior e portanto não encaixa no frasco.",0.74,ES,"9 of the 10 products arrived as requested, but one came with the cap much larger and therefore does not fit the bottle.",False
kyjk,0.658,PB,kyjk,True
Otimo muito top essa loja ..,0.774,SC,Great very top this store ..,False
Produto entregue.,0.731,MG,Product delivered.,False
"Comprei duas vezes nesse site e sempre me entrgaram antes do previsto
com certeza recomendo",0.783,SP,"I bought twice on this site and always entered me earlier than expected
I certainly recommend",False
"O produto tem forro em EVA quando tirei a etiqueta o tapete rasgou! Qualidade péssimo! Em relação a aparência, é bonito! Mas isso não basta!",0.783,SP,"The product has EVA lining when I took the label the rug torn!Lousy quality!Regarding appearance, it's beautiful!But that is not enough!",False
Veio a fonte e quatro emissores mas o aparelho transmissor não veio ,0.761,RJ,The source came and four broadcasters but the transmitter device did not come,False
baratheon muito bom recomendo ,0.783,SP,Baratheon very good I recommend,False
"Demora para entregar o produto => comprei dia 06/03/2018 => recebi dia 09/04/2018. A loja foi correta pois entregou o produto, mas a demora foi muito grande. ",0.731,MG,"Delay to deliver the product => I bought on 06/03/2018 => I received on 09/04/2018.The store was correct because it delivered the product, but the delay was very large.",False
Muito bom.,0.783,SP,Very good.,False
Na ficha técnica poderia está escrito que o varão viria em 3 partes. Eu comprei esperando receber um varão inteiro.,0.783,SP,In the file it could be written that the rod would come in 3 parts.I bought waiting for a whole man.,False
"Até agora estou aguardando a entrega da mercadoria, empresa não cumpriu com a data. ",0.824,DF,"So far I am waiting for the delivery of the goods, the company has not complied with the date.",False
Recebi o produto bem antes do prazo limite de entrega. O produto atende as especificações apresentadas. Recomendo a loja e a stark,0.783,SP,I received the product well before the deadline for delivery.The product meets the specifications presented.I recommend the store and Stark,False
Entrega antes do prazo. Recomendo,0.731,MG,Delivery before the deadline.Recommend,False
Sempre recebo no dia e certinho.,0.631,AL,I always get on the day and right.,True
Produto veio embalado cirurgicamente !! Muito bom,0.761,RJ,Product came surgically packed !!Very good,False
"De acordo com meus pedidos Ainda não recebi as Toalhas de Jogo De Banho Florença Bordado 5 Peças 100% Algodão Branco, recebi apenas Kit Jogo De Cama Florença Queen Com Toalhas De Banho 9 Peças",0.731,MG,"According to my orders I have not received the Bath Towels Florence Embroidery 5 pieces 100% cotton white, I received only Queen Bedding Kit with 9 -piece bath towels",False
Oi. Ate. Jone. Nso. Fou. Entregue. O. Meu. Pedido. Estou. Muiiiito. Xateada pos. Js. Foi. Ate. Feito. O. Pagamento. Ese. Mes. No. Cartao mas. Ate. O. Exato. Momento. Nao. Chegou. Ate. Mim. Como. Poss.,0.731,MG,Hi.JONE.Ns.It was built.Delivered.My.Order.I am.Very.XATED POS.JS.He was.Until.Done.O. Payment.And if.Month.No. Card But.Until.O. Exact.Moment.No.It arrived.Until.Me. How.Poss.,False
Produto de ótima qualidade e foi entregue antes do prazo.,0.684,RN,Product of great quality and was delivered before the deadline.,True
"Produto foi entregue corretamente antes do prazo,recomendo muito",0.774,SC,"Product was delivered correctly before the deadline, I highly recommend",False
Rapida entrega. Produto bem embalado. Recomendo.,0.783,SP,Quick delivery.Well packaged product.I recommend.,False
"Recebi o meu pedido até antes do prazo fixado.
Foi ótimo, pq era um presente, obrigado",0.761,RJ,"I received my order until before the deadline.
It was great, because it was a gift, thanks",False
"De fácil manuseio, até o presente atende as expectativas. ",0.66,BA,"Easy to handle, to the present it meets expectations.",True
Produto chegou muito rápido e sem nenhum problema,0.783,SP,Product arrived very fast and no problem,False
"O produto não é tão confortável. Pensei q se ajustasse confortavelmente à cabeça e ao trapézio, mas não se amolda tão bem assim.",0.761,RJ,"The product is not so comfortable.I thought you fit comfortably on your head and trapeze, but don't look that well.",False
"Nota 10 pela entrega.
O produto não tem a cor exatamente preta, está mais para chumbo cobreado...",0.783,SP,"Note 10 by delivery.
The product does not have the color exactly black, it is more for lead covered ...",False
Meu produto chegou antes dos prazo.,0.783,SP,My product arrived before the deadline.,False
Entrega do produto com 15 dias de antecedência ao prazo informado. Parabéns!!! ,0.783,SP,Product delivery 15 days in advance to the informed deadline.Congratulations!!!,False
produto de qualidade muito ruim nao recomendaria esse produto ,0.74,ES,very bad quality product would not recommend this product,False
"Gostei muito, entregaram antes do previsto.",0.783,SP,"I liked it a lot, delivered earlier than expected.",False
"Entrega realizada no prazo, produto de acordo com as especificações. ",0.783,SP,"Delivery made on time, product according to specifications.",False
Gostei muito do produto ,0.824,DF,I really liked the product,False
"Produto útil entregue antes do prazo.
Recomendo vendedor.",0.783,SP,"Useful product delivered before the deadline.
I recommend seller.",False
O produto escolhido foi branco. E veio na cor verde.,0.824,DF,The chosen product was white.And it came in green.,False
"Pedido chegou no prazo, colar de acordo com site , super satisfeito. ",0.673,PE,"Request arrived on time, paste according to the site, super satisfied.",True
Antes do prazo!,0.783,SP,Before the deadline!,False
bOM,0.783,SP,good,False
"Amei!! O produto chegou super dentro do prazo, exatamente igual ao pedido!",0.731,MG,"I loved!!The product arrived super on time, exactly the same as the order!",False
Não recebi,0.761,RJ,I didn't receive,False
"Olá boa noite. Foi entregue apenas 1 travesseiro. Na minha compra são dois kits, no total de quatro travesseiros. Peço que verifique o erro e possa me dá uma resposta em breve.",0.731,MG,"Hello goodnight.Only 1 pillow was delivered.In my purchase there are two kits, in a total of four pillows.I ask you to check the error and can give me an answer soon.",False
Produto ok prazo ok satisfeito!,0.783,SP,Product Ok Term Ok Satisfied!,False
Super indico tanto a loja como o prpduto máquina leve sem barulho trabalho perfeito entregue antes do prazo amei 👏👏👏👏👏,0.783,SP,Super indicate both the store and the product light machine without noise work delivered before the deadline I loved 👏👏👏👏👏,False
Veio certinho,0.783,SP,Come right,False
Não recebi o produto e paguei. Muita sujeira.,0.746,RS,I didn't receive the product and paid.Lots of dirt.,False
excelente ,0.731,MG,excellent,False
veio faltando o carregador portatil,0.783,SP,the portable charger came,False
O botão para abrir o carro não está funcionando.,0.824,DF,The button to open the car is not working.,False
Muito eficiente e rapidez na entrega do produto.,0.699,TO,Very efficient and speed in product delivery.,True
"Muito boa a loja, o produto chegou antes da data de entrega.",0.783,SP,"Very good the store, the product arrived before the delivery date.",False
"Produto entregue, fim de semana irei montar.",0.783,SP,"Product delivered, weekend I will ride.",False
"O produto ja passou do prazo, e até agora nao chegou .",0.761,RJ,"The product has passed the deadline, and so far has not arrived.",False
"Chegou na data informada, certinho. Só achei que demorou muito. ",0.646,PA,"Arrived on the date informed, right.I just thought it took a long time.",True
AINDA NÃO RECEBI A ENCOMENDA ,0.824,DF,I haven't received the order yet,False
"Produto bacana, meu filho gostou. Entrega muito rápida. Gostei bastante.",0.746,RS,"Bacan product, my son liked it.Very fast delivery.I really liked it.",False
O produto veio certinho e antes do prazo ,0.783,SP,The product came right and before the deadline,False
gostei.,0.761,RJ,I liked.,False
promessa cumprida entrega no prazo muinto bom.,0.749,PR,Promise fulfilled delivery within very good time.,False
"produto top...loja show de bola..a melhor do planeta..
vou comprar agora meu lg k10 pro...
",0.66,BA,"Top Product ... Shop Ball Show..the best on the planet ..
I'll buy my lg k10 pro now ...",True
"O produto não tem a mesma qualidade dos da casa e conforto, é regular.",0.735,GO,"The product does not have the same quality as the house and comfort, it is regular.",False
"Muito mal embalado, precisa melhorar e muito.",0.783,SP,"Very poorly packed, it needs to improve a lot.",False
Comprei um relógio para o meu marido e ele adorou. Estava previsto para chegar dia 21/07 e chegou dia 13/07. Muito bom super recomendo ,0.783,SP,I bought a clock for my husband and he loved it.It was scheduled to arrive on 07/21 and arrived on 07/13.Very good super recommend,False
Entregue antes do prazo,0.761,RJ,Delivered before the deadline,False
"o toner veio quebrado, a tinta espalhou na minha impressora, a impressao sai toda falhada, quero a devolução do dinheiro",0.783,SP,"The toner came broken, the ink spread to my printer, the impression comes out all failed, I want the return of the money",False
desta vez ffuquei desepcionada com a demora,0.783,SP,This time I ff developed with the delay,False
"Loja muito boa e prazo de entrega para antes da previsão.
",0.783,SP,Very good store and delivery time for before forecast.,False
"Com relação ao prazo de entrega tudo bem. Com relação ao produto, não sei, porque ainda vou consumir.",0.761,RJ,"Regarding the delivery time, all right.Regarding the product, I don't know, because I will still consume.",False
Produto muito bom chegou no prazo certo ,0.74,ES,Very good product arrived within the right time,False
muito bom o produtor,0.66,BA,Very good producer,True
Adorei o produto e a rapidez na entrega. Super recomendo!!!,0.783,SP,I loved the product and the speed of delivery.Super recommend !!!,False
"veio como eu esperava, muito bonitas",0.774,SC,"came as I expected, very beautiful",False
"A capa serve tanto pra HD externo de 1tb como para câmera fotográfica, encaixou legal.",0.749,PR,"The cover is for both 1TB external HD and camera, fitted cool.",False
"Gostei do atendimento e também da rapidez da entrega,tambem gostei das mercadorias.muito obrigada",0.783,SP,"I liked the service and also the speed of delivery, I also liked the goods.",False
Satisfeito,0.783,SP,Satisfied,False
"O kit é lindo. Porém nao veio fofinho por dentro, sem forro.",0.783,SP,"The kit is beautiful.But it didn't come cute inside, without lining.",False
não chegou na minha casa e veio faltando peca estou esperando vcs entrarem em contado comigo se não vou no procon,0.783,SP,did not arrive at my house and it came to miss sin I'm waiting for you guys to count on me if I won't go to Procon,False
Era a panela de pipoca vermelha não sinza,0.783,SP,It was the red and gray popcorn pan,False
já fiz vareas compra no baratheon,0.761,RJ,I've made several purchase at Baratheon,False
"Quero uma resposta em relação a minha compra,que ainda não recebi ",0.761,RJ,"I want an answer regarding my purchase, which I haven't received yet",False
ok,0.735,GO,OK,False
Muito bom a entrega foi rápida!,0.783,SP,Very good delivery was quick!,False
"Produto atendeu minhas expectativas, muito lindo!",0.783,SP,"Product met my expectations, very beautiful!",False
Gostei sim .só acho que como compramos pela americana deveria chegar tudo junto ,0.658,PB,I really liked.,True
